# Appendix 1 of Holdaway et al. 2016 Design of New Zealand's grid -based plot network (Landcare Research contract report),,,,,,,,,,,
# Updated 19 July 2016,,,,,,,,,,,
# Static Master Data for national 8km plot grid,,,,,,,,,,,
# Created by Robert Holdaway 20th April 2016,,,,,,,,,,,
# Column A = plotID,,,,,,,,,,,
"# Columns F-K = ideal gird-based plot location, in NZTM, NZMG and WGS84",,,,,,,,,,,
# Columns B & C = ideal randomised year of measurement for a 5 year measurement cycle for all plots,,,,,,,,,,,
# Columns D & E = ideal randomised year of measurement for a 10 year measurement cycle for all plots,,,,,,,,,,,
"# Column L = regional boundaries based on the New Zealand 2016 12 mile high definition spatial layer, downloaded from Statistics New Zealand on 14 April 2016",,,,,,,,,,,
#,,,,,,,,,,,
PlotID,cycle.year,cycle.code,cycle.year.10yr,cycle.code.10yr,NZMG_Northing,NZMG_Easting,WGS84_Lat,WGS84_Long,NZTM_Northing,NZTM_Easting,Region
BT19,2018,5,2023,10,6645074,2544051,-35.39559201,173.3665256,6083024.186,1633284.376,Northland Region
BT20,2017,4,2020,7,6637074,2544051,-35.46768049,173.3670861,6075029.034,1633305.582,Northland Region
BT21,2017,4,2021,8,6629074,2544051,-35.53976719,173.3676456,6067033.983,1633326.552,Northland Region
BT99,2014,1,2014,1,6005074,2544051,-41.16032045,173.4058921,5443366.211,1634053.34,Nelson Region
BU100,2018,5,2022,9,5997074,2552051,-41.23198682,173.5017609,5435368.318,1642050.629,Marlborough Region
BU101,2018,5,2022,9,5989074,2552051,-41.30402591,173.5023091,5427370.618,1642050.322,Marlborough Region
BU102,2016,3,2019,6,5981074,2552051,-41.37606399,173.5028579,5419372.928,1642049.899,Marlborough Region
BU103,2014,1,2015,2,5973074,2552051,-41.4481007,173.5034066,5411375.289,1642049.303,Marlborough Region
BU104,2016,3,2018,5,5965074,2552051,-41.52013631,173.5039557,5403377.673,1642048.577,Marlborough Region
BU105,2015,2,2016,3,5957074,2552051,-41.59217105,173.5045058,5395380.053,1642047.757,Marlborough Region
BU106,2017,4,2021,8,5949074,2552051,-41.66420512,173.5050566,5387382.407,1642046.832,Marlborough Region
BU107,2016,3,2018,5,5941074,2552051,-41.7362381,173.5056085,5379384.781,1642045.831,Marlborough Region
BU108,2018,5,2023,10,5933074,2552051,-41.80826991,173.5061616,5371387.183,1642044.761,Marlborough Region
BU109,2016,3,2019,6,5925074,2552051,-41.8803005,173.506716,5363389.621,1642043.63,Marlborough Region
BU110,2015,2,2017,4,5917074,2552051,-41.95232963,173.5072715,5355392.119,1642042.423,Marlborough Region
BU111,2015,2,2017,4,5909074,2552051,-42.02435742,173.5078284,5347394.666,1642041.157,Marlborough Region
BU112,2018,5,2022,9,5901074,2552051,-42.09638387,173.5083868,5339397.26,1642039.845,Canterbury Region
BU113,2015,2,2016,3,5893074,2552051,-42.16840856,173.5089464,5331399.949,1642038.468,Canterbury Region
BU114,2017,4,2020,7,5885074,2552051,-42.24043193,173.5095079,5323402.682,1642037.071,Canterbury Region
BU115,2018,5,2023,10,5877074,2552051,-42.31245406,173.5100716,5315405.452,1642035.683,Canterbury Region
BU116,2015,2,2016,3,5869074,2552051,-42.38447513,173.5106383,5307408.237,1642034.373,Canterbury Region
BU117,2018,5,2023,10,5861074,2552051,-42.45649499,173.5112073,5299411.056,1642033.085,Canterbury Region
BU14,2016,3,2018,5,6685074,2552051,-35.03462537,173.4513699,6123024.004,1641171.038,Northland Region
BU15,2016,3,2019,6,6677074,2552051,-35.10672432,173.4520094,6115028.062,1641193.123,Northland Region
BU16,2015,2,2017,4,6669074,2552051,-35.17882133,173.4526489,6107032.239,1641215.047,Northland Region
BU17,2016,3,2018,5,6661074,2552051,-35.25091636,173.4532883,6099036.541,1641236.788,Northland Region
BU18,2017,4,2021,8,6653074,2552051,-35.32300949,173.4539274,6091040.958,1641258.337,Northland Region
BU19,2015,2,2017,4,6645074,2552051,-35.39510079,173.4545661,6083045.482,1641279.685,Northland Region
BU20,2015,2,2017,4,6637074,2552051,-35.46719034,173.4552042,6075050.105,1641300.804,Northland Region
BU21,2014,1,2014,1,6629074,2552051,-35.53927821,173.4558416,6067054.817,1641321.693,Northland Region
BU22,2015,2,2017,4,6621074,2552051,-35.61136451,173.4564782,6059059.609,1641342.345,Northland Region
BU99,2014,1,2015,2,6005074,2552051,-41.15994691,173.5012139,5443366.011,1642050.864,Nelson Region
BV100,2017,4,2020,7,5997074,2560051,-41.2315343,173.5971868,5435368.004,1650048.279,Marlborough Region
BV101,2016,3,2018,5,5989074,2560051,-41.30357328,173.5978402,5427370.186,1650047.993,Marlborough Region
BV102,2018,5,2022,9,5981074,2560051,-41.3756112,173.5984945,5419372.387,1650047.589,Marlborough Region
BV103,2017,4,2020,7,5973074,2560051,-41.44764761,173.599149,5411374.655,1650046.998,Marlborough Region
BV104,2017,4,2020,7,5965074,2560051,-41.51968284,173.5998041,5403376.954,1650046.267,Marlborough Region
BV105,2018,5,2022,9,5957074,2560051,-41.59171721,173.6004605,5395379.247,1650045.431,Marlborough Region
BV106,2017,4,2020,7,5949074,2560051,-41.66375103,173.6011177,5387381.5,1650044.472,Marlborough Region
BV107,2016,3,2019,6,5941074,2560051,-41.73578363,173.6017764,5379383.788,1650043.428,Marlborough Region
BV108,2015,2,2016,3,5933074,2560051,-41.80781491,173.6024365,5371386.122,1650042.307,Marlborough Region
BV109,2018,5,2023,10,5925074,2560051,-41.87984477,173.6030982,5363388.512,1650041.115,Marlborough Region
BV110,2015,2,2016,3,5917074,2560051,-41.95187309,173.6037615,5355390.973,1650039.848,Marlborough Region
BV111,2016,3,2019,6,5909074,2560051,-42.02389997,173.6044265,5347393.491,1650038.523,Canterbury Region
BV112,2016,3,2018,5,5901074,2560051,-42.09592545,173.6050933,5339396.065,1650037.149,Canterbury Region
BV113,2014,1,2015,2,5893074,2560051,-42.16794918,173.6057617,5331398.731,1650035.706,Canterbury Region
BV114,2015,2,2016,3,5885074,2560051,-42.23997154,173.6064324,5323401.447,1650034.243,Canterbury Region
BV115,2017,4,2020,7,5877074,2560051,-42.3119926,173.6071057,5315404.207,1650032.792,Canterbury Region
BV116,2015,2,2017,4,5869074,2560051,-42.38401258,173.6077827,5307406.984,1650031.439,Canterbury Region
BV13,2018,5,2022,9,6693074,2560051,-34.96196702,173.5383138,6131042.338,1649144.996,Northland Region
BV14,2014,1,2014,1,6685074,2560051,-35.03406829,173.5390285,6123046.111,1649167.099,Northland Region
BV15,2016,3,2018,5,6677074,2560051,-35.10616756,173.5397437,6115050.009,1649189.052,Northland Region
BV16,2016,3,2019,6,6669074,2560051,-35.17826501,173.5404593,6107054.013,1649210.859,Northland Region
BV17,2018,5,2023,10,6661074,2560051,-35.25036057,173.5411752,6099058.132,1649232.493,Northland Region
BV18,2014,1,2015,2,6653074,2560051,-35.32245432,173.5418912,6091062.355,1649253.944,Northland Region
BV19,2017,4,2020,7,6645074,2560051,-35.39454634,173.5426072,6083066.675,1649275.204,Northland Region
BV20,2016,3,2019,6,6637074,2560051,-35.46663671,173.5433228,6075071.081,1649296.241,Northland Region
BV21,2014,1,2014,1,6629074,2560051,-35.53872551,173.5440381,6067075.566,1649317.055,Northland Region
BV22,2018,5,2022,9,6621074,2560051,-35.61081282,173.5447531,6059080.121,1649337.64,Northland Region
BV23,2018,5,2023,10,6613074,2560051,-35.68289874,173.5454676,6051084.733,1649357.99,Northland Region
BV98,2016,3,2019,6,6013074,2560051,-41.08745389,173.5958851,5451363.605,1650048.672,Nelson Region
BV99,2014,1,2015,2,6005074,2560051,-41.15949449,173.5965352,5443365.811,1650048.511,Marlborough Region
BW100,2015,2,2016,3,5997074,2568051,-41.23100348,173.6926128,5435367.6,1658046.138,Marlborough Region
BW101,2016,3,2018,5,5989074,2568051,-41.30304197,173.6933707,5427369.688,1658045.82,Marlborough Region
BW102,2014,1,2015,2,5981074,2568051,-41.37507937,173.6941299,5419371.797,1658045.382,Marlborough Region
BW103,2016,3,2018,5,5973074,2568051,-41.44711541,173.6948898,5411373.956,1658044.767,Marlborough Region
BW104,2014,1,2015,2,5965074,2568051,-41.5191503,173.6956509,5403376.143,1658044.015,Marlborough Region
BW105,2016,3,2018,5,5957074,2568051,-41.59118425,173.6964134,5395378.333,1658043.157,Marlborough Region
BW106,2015,2,2016,3,5949074,2568051,-41.6632175,173.6971773,5387380.501,1658042.181,Marlborough Region
BW107,2016,3,2019,6,5941074,2568051,-41.7352494,173.6979429,5379382.716,1658041.112,Marlborough Region
BW108,2016,3,2018,5,5933074,2568051,-41.80727983,173.6987103,5371384.993,1658039.959,Marlborough Region
BW109,2018,5,2023,10,5925074,2568051,-41.87930873,173.6994795,5363387.34,1658038.727,Marlborough Region
BW110,2016,3,2019,6,5917074,2568051,-41.95133599,173.7002505,5355389.767,1658037.401,Marlborough Region
BW111,2017,4,2020,7,5909074,2568051,-42.02336175,173.7010234,5347392.259,1658036.005,Canterbury Region
BW112,2017,4,2020,7,5901074,2568051,-42.09538606,173.7017985,5339394.811,1658034.554,Canterbury Region
BW113,2015,2,2016,3,5893074,2568051,-42.16740867,173.7025761,5331397.45,1658033.069,Canterbury Region
BW114,2017,4,2020,7,5885074,2568051,-42.23942987,173.7033563,5323400.143,1658031.563,Canterbury Region
BW115,2016,3,2018,5,5877074,2568051,-42.31144977,173.7041395,5315402.879,1658030.068,Canterbury Region
BW13,2016,3,2019,6,6693074,2568051,-34.96134786,173.6258967,6131064.45,1657141.348,Northland Region
BW14,2018,5,2022,9,6685074,2568051,-35.03344914,173.6266868,6123068.078,1657163.319,Northland Region
BW15,2015,2,2016,3,6677074,2568051,-35.10554852,173.6274778,6115071.821,1657185.152,Northland Region
BW16,2018,5,2023,10,6669074,2568051,-35.17764616,173.6282697,6107075.662,1657206.855,Northland Region
BW17,2016,3,2018,5,6661074,2568051,-35.24974201,173.6290621,6099079.605,1657228.392,Northland Region
BW18,2018,5,2023,10,6653074,2568051,-35.32183615,173.629855,6091083.641,1657249.751,Northland Region
BW19,2018,5,2023,10,6645074,2568051,-35.39392865,173.6306483,6083087.764,1657270.925,Northland Region
BW20,2015,2,2017,4,6637074,2568051,-35.4660196,173.6314416,6075091.962,1657291.883,Northland Region
BW21,2014,1,2015,2,6629074,2568051,-35.53810907,173.6322349,6067096.229,1657312.628,Northland Region
BW22,2018,5,2022,9,6621074,2568051,-35.61019712,173.6330282,6059100.558,1657333.151,Northland Region
BW23,2015,2,2016,3,6613074,2568051,-35.68228385,173.6338214,6051104.937,1657353.446,Northland Region
BW24,2017,4,2021,8,6605074,2568051,-35.75436928,173.6346144,6043109.364,1657373.508,Northland Region
BW25,2015,2,2016,3,6597074,2568051,-35.82645354,173.635407,6035113.824,1657393.309,Northland Region
BW98,2015,2,2016,3,6013074,2568051,-41.0869232,173.6911025,5451363.486,1658046.543,Marlborough Region
BW99,2017,4,2021,8,6005074,2568051,-41.15896386,173.6918568,5443365.536,1658046.383,Marlborough Region
BX100,2017,4,2020,7,5997074,2576051,-41.23039372,173.7880375,5435367.181,1666044.118,Marlborough Region
BX101,2017,4,2020,7,5989074,2576051,-41.30243156,173.7888999,5427369.171,1666043.761,Marlborough Region
BX102,2017,4,2020,7,5981074,2576051,-41.37446824,173.7897639,5419371.189,1666043.279,Marlborough Region
BX103,2017,4,2020,7,5973074,2576051,-41.44650374,173.7906291,5411373.237,1666042.634,Marlborough Region
BX104,2014,1,2014,1,5965074,2576051,-41.51853812,173.7914959,5403375.308,1666041.856,Marlborough Region
BX105,2017,4,2021,8,5957074,2576051,-41.59057147,173.7923646,5395377.392,1666040.97,Marlborough Region
BX106,2018,5,2022,9,5949074,2576051,-41.66260395,173.793235,5387379.471,1666039.969,Marlborough Region
BX107,2014,1,2015,2,5941074,2576051,-41.73463498,173.7941075,5379381.612,1666038.869,Marlborough Region
BX108,2016,3,2018,5,5933074,2576051,-41.80666442,173.794982,5371383.826,1666037.678,Marlborough Region
BX109,2015,2,2017,4,5925074,2576051,-41.87869219,173.7958587,5363386.125,1666036.398,Marlborough Region
BX110,2014,1,2014,1,5917074,2576051,-41.95071823,173.7967373,5355388.514,1666035.009,Canterbury Region
BX111,2018,5,2022,9,5909074,2576051,-42.02274271,173.7976182,5347390.976,1666033.538,Canterbury Region
BX112,2016,3,2019,6,5901074,2576051,-42.09476566,173.7985014,5339393.505,1666032.001,Canterbury Region
BX113,2018,5,2023,10,5893074,2576051,-42.16678697,173.799388,5331396.114,1666030.469,Canterbury Region
BX114,2015,2,2016,3,5885074,2576051,-42.23880686,173.8002777,5323398.777,1666028.919,Canterbury Region
BX14,2017,4,2020,7,6685074,2576051,-35.03276779,173.7143444,6123089.922,1665159.691,Northland Region
BX15,2018,5,2023,10,6677074,2576051,-35.10486705,173.7152113,6115093.517,1665181.415,Northland Region
BX16,2015,2,2016,3,6669074,2576051,-35.17696464,173.7160795,6107097.201,1665203.026,Northland Region
BX17,2016,3,2019,6,6661074,2576051,-35.24906055,173.7169487,6099100.976,1665224.474,Northland Region
BX18,2014,1,2014,1,6653074,2576051,-35.32115484,173.7178186,6091104.833,1665245.75,Northland Region
BX19,2014,1,2015,2,6645074,2576051,-35.39324759,173.7186892,6083108.766,1665266.84,Northland Region
BX20,2018,5,2022,9,6637074,2576051,-35.46533889,173.7195601,6075112.763,1665287.728,Northland Region
BX21,2017,4,2020,7,6629074,2576051,-35.53742877,173.7204315,6067116.822,1665308.409,Northland Region
BX22,2016,3,2018,5,6621074,2576051,-35.60951731,173.7213033,6059120.933,1665328.876,Northland Region
BX23,2014,1,2014,1,6613074,2576051,-35.68160461,173.7221753,6051125.085,1665349.123,Northland Region
BX24,2017,4,2020,7,6605074,2576051,-35.75369068,173.7230475,6043129.278,1665369.142,Northland Region
BX25,2018,5,2022,9,6597074,2576051,-35.82577566,173.7239196,6035133.494,1665388.911,Northland Region
BX26,2018,5,2022,9,6589074,2576051,-35.89785969,173.7247914,6027137.722,1665408.41,Northland Region
BX73,2016,3,2018,5,6213074,2576051,-39.28508396,173.765155,5651307.561,1665989.809,Taranaki Region
BX95,2015,2,2016,3,6037074,2576051,-40.87018802,173.7837525,5475357.551,1666044.241,Marlborough Region
BX97,2018,5,2023,10,6021074,2576051,-41.01427248,173.7854619,5459361.463,1666044.584,Marlborough Region
BY101,2017,4,2021,8,5989074,2584051,-41.30174137,173.8844269,5427368.71,1674041.79,Marlborough Region
BY102,2014,1,2015,2,5981074,2584051,-41.37377742,173.8853957,5419370.604,1674041.261,Marlborough Region
BY103,2016,3,2018,5,5973074,2584051,-41.44581235,173.8863662,5411372.521,1674040.585,Marlborough Region
BY104,2015,2,2016,3,5965074,2584051,-41.51784613,173.8873388,5403374.464,1674039.781,Marlborough Region
BY105,2017,4,2020,7,5957074,2584051,-41.58987875,173.8883136,5395376.435,1674038.868,Marlborough Region
BY106,2016,3,2018,5,5949074,2584051,-41.66191033,173.8892905,5387378.421,1674037.838,Marlborough Region
BY107,2015,2,2017,4,5941074,2584051,-41.73394033,173.8902698,5379380.48,1674036.703,Marlborough Region
BY108,2016,3,2018,5,5933074,2584051,-41.80596864,173.8912515,5371382.625,1674035.47,Marlborough Region
BY109,2015,2,2017,4,5925074,2584051,-41.87799515,173.8922356,5363384.867,1674034.141,Marlborough Region
BY110,2015,2,2017,4,5917074,2584051,-41.9500199,173.8932219,5355387.204,1674032.695,Canterbury Region
BY111,2016,3,2019,6,5909074,2584051,-42.02204302,173.8942107,5347389.621,1674031.16,Canterbury Region
BY112,2015,2,2017,4,5901074,2584051,-42.09406456,173.8952024,5339392.11,1674029.555,Canterbury Region
BY113,2015,2,2016,3,5893074,2584051,-42.16608452,173.896198,5331394.673,1674027.978,Canterbury Region
BY14,2015,2,2016,3,6685074,2584051,-35.03202404,173.8020009,6123111.662,1673156.206,Northland Region
BY15,2016,3,2019,6,6677074,2584051,-35.10412296,173.8029438,6115115.116,1673177.835,Northland Region
BY16,2018,5,2022,9,6669074,2584051,-35.17622027,173.8038886,6107118.651,1673199.362,Northland Region
BY17,2016,3,2019,6,6661074,2584051,-35.24831601,173.8048345,6099122.263,1673220.732,Northland Region
BY18,2016,3,2018,5,6653074,2584051,-35.32041023,173.8057815,6091125.948,1673241.933,Northland Region
BY19,2017,4,2020,7,6645074,2584051,-35.392503,173.8067295,6083129.698,1673262.953,Northland Region
BY20,2017,4,2021,8,6637074,2584051,-35.4645944,173.8076783,6075133.502,1673283.778,Northland Region
BY21,2016,3,2019,6,6629074,2584051,-35.53668448,173.8086279,6067137.357,1673304.404,Northland Region
BY22,2017,4,2021,8,6621074,2584051,-35.60877329,173.8095781,6059141.256,1673324.823,Northland Region
BY23,2014,1,2014,1,6613074,2584051,-35.68086095,173.810529,6051145.187,1673345.029,Northland Region
BY24,2014,1,2014,1,6605074,2584051,-35.75294744,173.8114804,6043149.151,1673365.014,Northland Region
BY25,2017,4,2021,8,6597074,2584051,-35.82503292,173.8124321,6035153.13,1673384.757,Northland Region
BY26,2018,5,2022,9,6589074,2584051,-35.89711752,173.813384,6027157.11,1673404.24,Northland Region
BY27,2016,3,2019,6,6581074,2584051,-35.96920103,173.8143362,6019161.115,1673423.483,Northland Region
BY72,2016,3,2019,6,6221074,2584051,-39.2123328,173.8569376,5659310.41,1673981.997,Taranaki Region
BY73,2018,5,2022,9,6213074,2584051,-39.28439134,173.8578776,5651312.705,1673987.388,Taranaki Region
BY74,2016,3,2018,5,6205074,2584051,-39.35644925,173.8588177,5643314.973,1673992.508,Taranaki Region
BY75,2015,2,2016,3,6197074,2584051,-39.42850617,173.8597575,5635317.251,1673997.32,Taranaki Region
BY94,2015,2,2016,3,6045074,2584051,-40.79745821,173.8777017,5483356.039,1674041.987,Marlborough Region
BY98,2018,5,2022,9,6013074,2584051,-41.08562533,173.8815332,5451363.296,1674042.669,Marlborough Region
BY99,2017,4,2020,7,6005074,2584051,-41.15766541,173.8824956,5443365.047,1674042.489,Marlborough Region
BZ101,2018,5,2022,9,5989074,2592051,-41.30097173,173.9799516,5427368.268,1682039.919,Marlborough Region
BZ102,2018,5,2022,9,5981074,2592051,-41.37300714,173.9810251,5419370.018,1682039.34,Marlborough Region
BZ103,2014,1,2015,2,5973074,2592051,-41.4450414,173.9821009,5411371.793,1682038.631,Marlborough Region
BZ104,2014,1,2015,2,5965074,2592051,-41.51707446,173.9831792,5403373.601,1682037.8,Marlborough Region
BZ105,2018,5,2023,10,5957074,2592051,-41.58910623,173.9842601,5395375.45,1682036.857,Marlborough Region
BZ106,2017,4,2020,7,5949074,2592051,-41.66113672,173.9853435,5387377.339,1682035.792,Marlborough Region
BZ107,2017,4,2021,8,5941074,2592051,-41.73316553,173.9864295,5379379.313,1682034.617,Marlborough Region
BZ108,2018,5,2022,9,5933074,2592051,-41.80519256,173.9875182,5371381.383,1682033.338,Marlborough Region
BZ109,2017,4,2021,8,5925074,2592051,-41.87721769,173.9886097,5363383.56,1682031.958,Marlborough Region
BZ110,2016,3,2019,6,5917074,2592051,-41.94924104,173.9897038,5355385.835,1682030.459,Canterbury Region
BZ111,2016,3,2018,5,5909074,2592051,-42.02126271,173.9908008,5347388.194,1682028.871,Canterbury Region
BZ14,2016,3,2018,5,6685074,2592051,-35.03121778,173.8896561,6123133.315,1681152.863,Northland Region
BZ15,2018,5,2023,10,6677074,2592051,-35.1033161,173.8906752,6115136.636,1681174.408,Northland Region
BZ16,2015,2,2017,4,6669074,2592051,-35.17541294,173.8916965,6107140.024,1681195.861,Northland Region
BZ17,2016,3,2018,5,6661074,2592051,-35.24750829,173.8927193,6099143.481,1681217.162,Northland Region
BZ18,2016,3,2018,5,6653074,2592051,-35.31960221,173.8937435,6091146.999,1681238.299,Northland Region
BZ19,2018,5,2022,9,6645074,2592051,-35.39169476,173.8947691,6083150.573,1681259.26,Northland Region
BZ20,2017,4,2020,7,6637074,2592051,-35.46378606,173.8957957,6075154.189,1681280.032,Northland Region
BZ21,2017,4,2020,7,6629074,2592051,-35.53587612,173.8968235,6067157.846,1681300.61,Northland Region
BZ22,2014,1,2015,2,6621074,2592051,-35.60796499,173.8978523,6059161.537,1681320.987,Northland Region
BZ23,2018,5,2022,9,6613074,2592051,-35.68005281,173.8988822,6051165.249,1681341.159,Northland Region
BZ24,2014,1,2014,1,6605074,2592051,-35.75213952,173.8999129,6043168.986,1681361.118,Northland Region
BZ25,2016,3,2019,6,6597074,2592051,-35.82422526,173.9009443,6035172.735,1681380.844,Northland Region
BZ26,2015,2,2016,3,6589074,2592051,-35.89631013,173.9019763,6027176.483,1681400.321,Northland Region
BZ27,2016,3,2019,6,6581074,2592051,-35.96839397,173.9030089,6019180.249,1681419.563,Northland Region
BZ28,2016,3,2019,6,6573074,2592051,-36.04047676,173.9040422,6011184.036,1681438.565,Northland Region
BZ29,2018,5,2022,9,6565074,2592051,-36.11255858,173.905076,6003187.833,1681457.317,Northland Region
BZ71,2015,2,2016,3,6229074,2592051,-39.13950456,173.9485299,5667313.936,1681974.108,Taranaki Region
BZ72,2015,2,2016,3,6221074,2592051,-39.21156461,173.9495648,5659315.955,1681979.816,Taranaki Region
BZ73,2015,2,2016,3,6213074,2592051,-39.28362383,173.9506001,5651317.966,1681985.247,Taranaki Region
BZ74,2016,3,2018,5,6205074,2592051,-39.3556824,173.9516358,5643319.95,1681990.406,Taranaki Region
BZ75,2017,4,2020,7,6197074,2592051,-39.42774002,173.9526717,5635321.941,1681995.26,Taranaki Region
BZ76,2016,3,2018,5,6189074,2592051,-39.49979656,173.9537075,5627323.953,1681999.798,Taranaki Region
BZ98,2018,5,2023,10,6013074,2592051,-41.08485782,173.9767457,5451363.263,1682040.912,Marlborough Region
BZ99,2016,3,2019,6,6005074,2592051,-41.15689711,173.977812,5443364.886,1682040.707,Marlborough Region
CA101,2017,4,2020,7,5989074,2600051,-41.3001233,174.0754738,5427367.774,1690038.161,Marlborough Region
CA104,2016,3,2018,5,5965074,2600051,-41.51622329,174.0790169,5403372.698,1690035.913,Marlborough Region
CA105,2017,4,2020,7,5957074,2600051,-41.58825397,174.0802037,5395374.428,1690034.931,Marlborough Region
CA106,2018,5,2023,10,5949074,2600051,-41.66028316,174.0813934,5387376.222,1690033.826,Marlborough Region
CA107,2014,1,2014,1,5941074,2600051,-41.7323106,174.0825861,5379378.109,1690032.606,Marlborough Region
CA108,2018,5,2023,10,5933074,2600051,-41.80433619,174.0837818,5371380.099,1690031.275,Marlborough Region
CA109,2016,3,2019,6,5925074,2600051,-41.87635982,174.0849806,5363382.204,1690029.837,Marlborough Region
CA16,2014,1,2014,1,6669074,2600051,-35.17454258,173.9795028,6107161.328,1689192.512,Northland Region
CA17,2017,4,2020,7,6661074,2600051,-35.24663732,173.9806026,6099164.636,1689213.754,Northland Region
CA18,2017,4,2020,7,6653074,2600051,-35.31873071,173.9817042,6091167.995,1689234.838,Northland Region
CA19,2016,3,2019,6,6645074,2600051,-35.3908228,173.9828074,6083171.4,1689255.749,Northland Region
CA20,2018,5,2022,9,6637074,2600051,-35.46291375,173.983912,6075174.836,1689276.475,Northland Region
CA21,2014,1,2014,1,6629074,2600051,-35.53500356,173.9850181,6067178.3,1689297.015,Northland Region
CA22,2016,3,2018,5,6621074,2600051,-35.6070923,173.9861256,6059181.787,1689317.36,Northland Region
CA23,2015,2,2016,3,6613074,2600051,-35.67918005,173.9872345,6051185.286,1689337.507,Northland Region
CA24,2015,2,2016,3,6605074,2600051,-35.75126679,173.9883446,6043188.801,1689357.446,Northland Region
CA25,2014,1,2015,2,6597074,2600051,-35.82335258,173.9894558,6035192.323,1689377.162,Northland Region
CA26,2018,5,2023,10,6589074,2600051,-35.89543749,173.9905679,6027195.846,1689396.642,Northland Region
CA27,2018,5,2023,10,6581074,2600051,-35.96752145,173.9916811,6019199.377,1689415.89,Northland Region
CA28,2016,3,2018,5,6573074,2600051,-36.03960445,173.9927952,6011202.918,1689434.897,Northland Region
CA29,2018,5,2023,10,6565074,2600051,-36.11168656,173.9939101,6003206.461,1689453.658,Northland Region
CA30,2017,4,2020,7,6557074,2600051,-36.18376793,173.9950258,5995209.988,1689472.162,Northland Region
CA31,2015,2,2017,4,6549074,2600051,-36.25584859,173.9961422,5987213.497,1689490.405,Northland Region
CA70,2017,4,2021,8,6237074,2600051,-39.06660079,174.0399325,5675318.034,1689966.123,Taranaki Region
CA71,2014,1,2014,1,6229074,2600051,-39.13866185,174.0410617,5667319.809,1689972.157,Taranaki Region
CA72,2016,3,2019,6,6221074,2600051,-39.21072235,174.0421916,5659321.546,1689977.909,Taranaki Region
CA73,2018,5,2023,10,6213074,2600051,-39.28278204,174.0433221,5651323.274,1689983.377,Taranaki Region
CA74,2014,1,2015,2,6205074,2600051,-39.35484106,174.0444534,5643324.978,1689988.57,Taranaki Region
CA75,2015,2,2017,4,6197074,2600051,-39.4268992,174.0455852,5635326.681,1689993.461,Taranaki Region
CA76,2017,4,2020,7,6189074,2600051,-39.49895631,174.0467174,5627328.398,1689998.04,Taranaki Region
CA98,2018,5,2022,9,6013074,2600051,-41.08401212,174.0719558,5451363.176,1690039.283,Marlborough Region
CA99,2016,3,2019,6,6005074,2600051,-41.15605043,174.0731259,5443364.671,1690039.045,Marlborough Region
CB107,2014,1,2014,1,5941074,2608051,-41.7313752,174.1787389,5379376.907,1698030.644,Marlborough Region
CB108,2018,5,2023,10,5933074,2608051,-41.80339915,174.1800415,5371378.817,1698029.258,Marlborough Region
CB16,2017,4,2021,8,6669074,2608051,-35.17360916,174.0673075,6107182.569,1697189.327,Northland Region
CB17,2015,2,2016,3,6661074,2608051,-35.24570301,174.0684844,6099185.737,1697210.517,Northland Region
CB18,2017,4,2021,8,6653074,2608051,-35.3177956,174.0696633,6091188.948,1697231.555,Northland Region
CB19,2016,3,2018,5,6645074,2608051,-35.38988698,174.0708443,6083192.195,1697252.427,Northland Region
CB20,2016,3,2019,6,6637074,2608051,-35.46197735,174.072027,6075195.457,1697273.121,Northland Region
CB21,2015,2,2017,4,6629074,2608051,-35.53406668,174.0732116,6067198.737,1697293.633,Northland Region
CB22,2015,2,2016,3,6621074,2608051,-35.60615504,174.0743979,6059202.027,1697313.956,Northland Region
CB23,2015,2,2017,4,6613074,2608051,-35.67824257,174.0755858,6051205.311,1697334.084,Northland Region
CB24,2015,2,2017,4,6605074,2608051,-35.75032918,174.0767753,6043208.6,1697354.007,Northland Region
CB25,2018,5,2022,9,6597074,2608051,-35.82241486,174.0779663,6035211.895,1697373.718,Northland Region
CB26,2017,4,2021,8,6589074,2608051,-35.89449964,174.0791587,6027215.192,1697393.207,Northland Region
CB27,2017,4,2021,8,6581074,2608051,-35.96658352,174.0803525,6019218.492,1697412.467,Northland Region
CB28,2014,1,2015,2,6573074,2608051,-36.03866648,174.0815475,6011221.797,1697431.492,Northland Region
CB29,2014,1,2014,1,6565074,2608051,-36.11075,174.0827,6003225,1697450,Northland Region
CB31,2016,3,2019,6,6549074,2608051,-36.25491,174.0851,5987232,1697487,Northland Region
CB32,2017,4,2021,8,6541074,2608051,-36.32699,174.0863,5979235,1697505,Northland Region
CB70,2014,1,2015,2,6237074,2608051,-39.06568,174.1324,5675324,1697964,Taranaki Region
CB71,2014,1,2014,1,6229074,2608051,-39.13775,174.1336,5667326,1697970,Taranaki Region
CB72,2015,2,2016,3,6221074,2608051,-39.20981,174.1348,5659327,1697976,Taranaki Region
CB73,2015,2,2016,3,6213074,2608051,-39.28187,174.136,5651329,1697982,Taranaki Region
CB74,2014,1,2015,2,6205074,2608051,-39.35393,174.1373,5643330,1697987,Taranaki Region
CB75,2016,3,2018,5,6197074,2608051,-39.42598,174.1385,5635331,1697992,Taranaki Region
CB76,2014,1,2014,1,6189074,2608051,-39.49804,174.1397,5627333,1697997,Taranaki Region
