# Appendix 1 of Holdaway et al. 2016 Design of New Zealand's grid -based plot network (Landcare Research contract report),,,,,,,,,,,
# Updated 19 July 2016,,,,,,,,,,,
# Static Master Data for national 8km plot grid,,,,,,,,,,,
# Created by Robert Holdaway 20th April 2016,,,,,,,,,,,
# Column A = plotID,,,,,,,,,,,
"# Columns F-K = ideal gird-based plot location, in NZTM, NZMG and WGS84",,,,,,,,,,,
# Columns B & C = ideal randomised year of measurement for a 5 year measurement cycle for all plots,,,,,,,,,,,
# Columns D & E = ideal randomised year of measurement for a 10 year measurement cycle for all plots,,,,,,,,,,,
"# Column L = regional boundaries based on the New Zealand 2016 12 mile high definition spatial layer, downloaded from Statistics New Zealand on 14 April 2016",,,,,,,,,,,
#,,,,,,,,,,,
PlotID,cycle.year,cycle.code,cycle.year.10yr,cycle.code.10yr,NZMG_Northing,NZMG_Easting,WGS84_Lat,WGS84_Long,NZTM_Northing,NZTM_Easting,Region
AW141,2018,5,2023,10,5669074,2360051,-44.17069692,171.1248615,5107458.37,1450093.308,Canterbury Region
AW142,2016,3,2018,5,5661074,2360051,-44.24268047,171.1226119,5099458.794,1450096.198,Canterbury Region
AW143,2018,5,2023,10,5653074,2360051,-44.31466291,171.1203574,5091459.237,1450099.367,Canterbury Region
AW144,2015,2,2017,4,5645074,2360051,-44.38664419,171.1180979,5083459.705,1450102.822,Canterbury Region
AW145,2018,5,2023,10,5637074,2360051,-44.45862363,171.1158339,5075460.272,1450106.587,Canterbury Region
AW146,2017,4,2021,8,5629074,2360051,-44.53060149,171.1135653,5067460.911,1450110.659,Canterbury Region
AW147,2015,2,2016,3,5621074,2360051,-44.60257777,171.111292,5059461.621,1450115.044,Canterbury Region
AW148,2014,1,2015,2,5613074,2360051,-44.67455247,171.109014,5051462.402,1450119.736,Canterbury Region
AW149,2016,3,2019,6,5605074,2360051,-44.7465257,171.1067315,5043463.243,1450124.747,Canterbury Region
AW150,2016,3,2019,6,5597074,2360051,-44.81849743,171.1044444,5035464.147,1450130.085,Canterbury Region
AW151,2016,3,2018,5,5589074,2360051,-44.89046767,171.102153,5027465.112,1450135.762,Canterbury Region
AW152,2015,2,2017,4,5581074,2360051,-44.96243628,171.0998572,5019466.156,1450141.783,Otago Region
AX116,2015,2,2016,3,5869074,2368051,-42.37239365,171.2764521,5307437.294,1458093.13,West Coast Region
AX117,2017,4,2021,8,5861074,2368051,-42.44439287,171.274457,5299439.064,1458091.29,West Coast Region
AX118,2014,1,2014,1,5853074,2368051,-42.51639205,171.2724558,5291440.732,1458089.553,West Coast Region
AX119,2016,3,2018,5,5845074,2368051,-42.58839112,171.2704486,5283442.305,1458087.928,West Coast Region
AX120,2014,1,2014,1,5837074,2368051,-42.66038988,171.2684353,5275443.805,1458086.408,West Coast Region
AX121,2016,3,2019,6,5829074,2368051,-42.73238839,171.2664161,5267445.226,1458085.006,West Coast Region
AX122,2017,4,2020,7,5821074,2368051,-42.80438668,171.2643909,5259446.565,1458083.723,West Coast Region
AX123,2017,4,2021,8,5813074,2368051,-42.8763852,171.2623591,5251447.769,1458082.511,West Coast Region
AX124,2017,4,2021,8,5805074,2368051,-42.94838353,171.2603214,5243448.887,1458081.428,West Coast Region
AX125,2014,1,2014,1,5797074,2368051,-43.02038186,171.2582774,5235449.899,1458080.445,Canterbury Region
AX126,2015,2,2016,3,5789074,2368051,-43.09238045,171.2562265,5227450.772,1458079.517,Canterbury Region
AX127,2017,4,2020,7,5781074,2368051,-43.16437849,171.2541706,5219451.601,1458078.795,Canterbury Region
AX128,2014,1,2015,2,5773074,2368051,-43.23637582,171.2521101,5211452.404,1458078.324,Canterbury Region
AX129,2014,1,2015,2,5765074,2368051,-43.30837243,171.2500451,5203453.184,1458078.102,Canterbury Region
AX130,2018,5,2023,10,5757074,2368051,-43.38036852,171.247975,5195453.915,1458078.082,Canterbury Region
AX131,2017,4,2020,7,5749074,2368051,-43.45236403,171.2458998,5187454.605,1458078.273,Canterbury Region
AX132,2015,2,2017,4,5741074,2368051,-43.52435885,171.2438195,5179455.266,1458078.676,Canterbury Region
AX133,2015,2,2016,3,5733074,2368051,-43.59635285,171.2417342,5171455.912,1458079.295,Canterbury Region
AX134,2014,1,2015,2,5725074,2368051,-43.66834603,171.2396438,5163456.545,1458080.136,Canterbury Region
AX135,2018,5,2022,9,5717074,2368051,-43.74033825,171.2375485,5155457.179,1458081.2,Canterbury Region
AX136,2015,2,2016,3,5709074,2368051,-43.81232951,171.2354482,5147457.814,1458082.493,Canterbury Region
AX137,2018,5,2022,9,5701074,2368051,-43.88431983,171.233343,5139458.449,1458084.022,Canterbury Region
AX138,2018,5,2022,9,5693074,2368051,-43.9563091,171.231233,5131459.095,1458085.795,Canterbury Region
AX139,2018,5,2022,9,5685074,2368051,-44.02829735,171.2291183,5123459.751,1458087.824,Canterbury Region
AX140,2016,3,2018,5,5677074,2368051,-44.10028454,171.226999,5115460.419,1458090.119,Canterbury Region
AX141,2018,5,2022,9,5669074,2368051,-44.17227056,171.2248756,5107461.114,1458092.722,Canterbury Region
AX142,2018,5,2023,10,5661074,2368051,-44.24425547,171.2227475,5099461.828,1458095.588,Canterbury Region
AX143,2018,5,2022,9,5653074,2368051,-44.3162392,171.2206149,5091462.568,1458098.724,Canterbury Region
AX144,2018,5,2023,10,5645074,2368051,-44.38822172,171.2184776,5083463.339,1458102.133,Canterbury Region
AX145,2016,3,2018,5,5637074,2368051,-44.46020248,171.2163362,5075464.2,1458105.85,Canterbury Region
AY112,2018,5,2022,9,5901074,2376051,-42.08582183,171.3810267,5339426.872,1466098.948,West Coast Region
AY113,2016,3,2019,6,5893074,2376051,-42.1578234,171.3791678,5331429.209,1466096.929,West Coast Region
AY114,2016,3,2018,5,5885074,2376051,-42.22982509,171.3773027,5323431.426,1466094.966,West Coast Region
AY115,2015,2,2017,4,5877074,2376051,-42.30182686,171.3754317,5315433.526,1466093.068,West Coast Region
AY116,2017,4,2020,7,5869074,2376051,-42.37382879,171.3735547,5307435.502,1466091.243,West Coast Region
AY117,2018,5,2023,10,5861074,2376051,-42.44583069,171.3716718,5299437.375,1466089.501,West Coast Region
AY118,2016,3,2018,5,5853074,2376051,-42.51783251,171.369783,5291439.148,1466087.849,West Coast Region
AY119,2018,5,2022,9,5845074,2376051,-42.58983423,171.3678886,5283440.829,1466086.295,West Coast Region
AY120,2018,5,2023,10,5837074,2376051,-42.6618356,171.3659883,5275442.44,1466084.83,West Coast Region
AY121,2018,5,2023,10,5829074,2376051,-42.73383669,171.3640823,5267443.976,1466083.472,West Coast Region
AY122,2018,5,2022,9,5821074,2376051,-42.80583753,171.3621706,5259445.433,1466082.223,West Coast Region
AY123,2016,3,2018,5,5813074,2376051,-42.87783855,171.3602528,5251446.763,1466081.049,West Coast Region
AY124,2018,5,2022,9,5805074,2376051,-42.94983931,171.3583295,5243448.015,1466080.002,Canterbury Region
AY125,2017,4,2021,8,5797074,2376051,-43.02183998,171.3564007,5235449.173,1466079.091,Canterbury Region
AY126,2015,2,2017,4,5789074,2376051,-43.09384072,171.3544665,5227450.215,1466078.315,Canterbury Region
AY127,2016,3,2019,6,5781074,2376051,-43.16584089,171.3525274,5219451.216,1466077.723,Canterbury Region
AY128,2018,5,2022,9,5773074,2376051,-43.23784033,171.3505838,5211452.193,1466077.344,Canterbury Region
AY129,2014,1,2015,2,5765074,2376051,-43.30983904,171.3486356,5203453.147,1466077.181,Canterbury Region
AY130,2018,5,2023,10,5757074,2376051,-43.38183713,171.3466826,5195454.065,1466077.208,Canterbury Region
AY131,2014,1,2015,2,5749074,2376051,-43.45383455,171.3447248,5187454.952,1466077.435,Canterbury Region
AY132,2016,3,2019,6,5741074,2376051,-43.5258312,171.3427622,5179455.82,1466077.866,Canterbury Region
AY133,2017,4,2021,8,5733074,2376051,-43.59782698,171.340795,5171456.679,1466078.506,Canterbury Region
AY134,2017,4,2021,8,5725074,2376051,-43.66982186,171.3388231,5163457.534,1466079.361,Canterbury Region
AY135,2018,5,2023,10,5717074,2376051,-43.74181575,171.3368465,5155458.395,1466080.428,Canterbury Region
AY136,2016,3,2018,5,5709074,2376051,-43.81380863,171.3348653,5147459.262,1466081.714,Canterbury Region
AY137,2017,4,2021,8,5701074,2376051,-43.88580052,171.3328795,5139460.134,1466083.229,Canterbury Region
AY138,2016,3,2018,5,5693074,2376051,-43.95779136,171.3308895,5131461.02,1466084.993,Canterbury Region
AY139,2014,1,2015,2,5685074,2376051,-44.0297811,171.3288951,5123461.923,1466087.009,Canterbury Region
AY140,2016,3,2019,6,5677074,2376051,-44.10176968,171.3268965,5115462.852,1466089.286,Canterbury Region
AY141,2015,2,2017,4,5669074,2376051,-44.17375693,171.3248943,5107463.825,1466091.869,Canterbury Region
AY142,2016,3,2019,6,5661074,2376051,-44.245743,171.3228877,5099464.826,1466094.706,Canterbury Region
AZ108,2015,2,2017,4,5933074,2384051,-41.79914642,171.4846227,5371414.123,1474104.506,West Coast Region
AZ109,2016,3,2019,6,5925074,2384051,-41.87115037,171.4828982,5363416.995,1474102.46,West Coast Region
AZ110,2015,2,2016,3,5917074,2384051,-41.94315446,171.4811679,5355419.745,1474100.45,West Coast Region
AZ111,2018,5,2022,9,5909074,2384051,-42.01515867,171.4794317,5347422.376,1474098.479,West Coast Region
AZ112,2017,4,2020,7,5901074,2384051,-42.08716295,171.4776897,5339424.892,1474096.55,West Coast Region
AZ113,2014,1,2014,1,5893074,2384051,-42.15916745,171.4759416,5331427.277,1474094.644,West Coast Region
AZ114,2014,1,2014,1,5885074,2384051,-42.231172,171.4741877,5323429.55,1474092.788,West Coast Region
AZ115,2015,2,2016,3,5877074,2384051,-42.30317654,171.4724282,5315431.718,1474090.997,West Coast Region
AZ116,2014,1,2015,2,5869074,2384051,-42.37518109,171.4706631,5307433.779,1474089.274,West Coast Region
AZ117,2014,1,2014,1,5861074,2384051,-42.44718555,171.4688924,5299435.743,1474087.626,West Coast Region
AZ118,2018,5,2023,10,5853074,2384051,-42.5191899,171.4671162,5291437.614,1474086.061,West Coast Region
AZ119,2015,2,2016,3,5845074,2384051,-42.59119409,171.4653346,5283439.396,1474084.586,West Coast Region
AZ120,2018,5,2022,9,5837074,2384051,-42.66319798,171.4635474,5275441.106,1474083.189,West Coast Region
AZ121,2016,3,2019,6,5829074,2384051,-42.73520156,171.4617549,5267442.744,1474081.891,West Coast Region
AZ122,2018,5,2023,10,5821074,2384051,-42.80720484,171.459957,5259444.31,1474080.697,West Coast Region
AZ123,2014,1,2014,1,5813074,2384051,-42.87920811,171.4581534,5251445.77,1474079.573,West Coast Region
AZ124,2015,2,2016,3,5805074,2384051,-42.95121106,171.4563446,5243447.161,1474078.572,Canterbury Region
AZ125,2014,1,2014,1,5797074,2384051,-43.0232138,171.454531,5235448.469,1474077.72,Canterbury Region
AZ126,2018,5,2023,10,5789074,2384051,-43.09521645,171.4527128,5227449.683,1474077.039,Canterbury Region
AZ127,2015,2,2017,4,5781074,2384051,-43.16721849,171.4508899,5219450.86,1474076.527,Canterbury Region
AZ128,2017,4,2020,7,5773074,2384051,-43.23921982,171.4490627,5211452.012,1474076.206,Canterbury Region
AZ129,2017,4,2021,8,5765074,2384051,-43.3112204,171.4472311,5203453.141,1474076.078,Canterbury Region
AZ130,2014,1,2014,1,5757074,2384051,-43.38322029,171.4453949,5195454.244,1474076.133,Canterbury Region
AZ131,2014,1,2015,2,5749074,2384051,-43.45521943,171.4435544,5187455.325,1474076.38,Canterbury Region
AZ132,2016,3,2019,6,5741074,2384051,-43.52721772,171.4417094,5179456.396,1474076.826,Canterbury Region
AZ133,2017,4,2020,7,5733074,2384051,-43.5992151,171.4398602,5171457.465,1474077.478,Canterbury Region
AZ134,2018,5,2022,9,5725074,2384051,-43.67121148,171.4380067,5163458.539,1474078.34,Canterbury Region
AZ135,2018,5,2023,10,5717074,2384051,-43.74320689,171.4361489,5155459.618,1474079.41,Canterbury Region
AZ136,2018,5,2023,10,5709074,2384051,-43.81520129,171.4342868,5147460.705,1474080.696,Canterbury Region
AZ137,2014,1,2014,1,5701074,2384051,-43.88719465,171.4324206,5139461.803,1474082.206,Canterbury Region
AZ138,2014,1,2014,1,5693074,2384051,-43.95918688,171.4305505,5131462.924,1474083.958,Canterbury Region
AZ139,2014,1,2014,1,5685074,2384051,-44.03117794,171.4286764,5123464.07,1474085.957,Canterbury Region
AZ140,2016,3,2018,5,5677074,2384051,-44.10316778,171.4267985,5115465.249,1474088.21,Canterbury Region
AZ141,2017,4,2021,8,5669074,2384051,-44.17515613,171.4249173,5107466.491,1474090.761,Canterbury Region
BA108,2018,5,2023,10,5933074,2392051,-41.80039378,171.5808519,5371412.12,1482101.577,West Coast Region
BA109,2018,5,2023,10,5925074,2392051,-41.87240071,171.5792367,5363415.008,1482099.647,West Coast Region
BA110,2015,2,2017,4,5917074,2392051,-41.94440771,171.5776161,5355417.785,1482097.757,West Coast Region
BA111,2017,4,2021,8,5909074,2392051,-42.01641473,171.57599,5347420.451,1482095.908,West Coast Region
BA112,2014,1,2014,1,5901074,2392051,-42.08842176,171.5743585,5339423.012,1482094.1,West Coast Region
BA113,2018,5,2023,10,5893074,2392051,-42.16042902,171.5727212,5331425.442,1482092.3,West Coast Region
BA114,2014,1,2014,1,5885074,2392051,-42.23243626,171.5710784,5323427.767,1482090.545,West Coast Region
BA115,2018,5,2023,10,5877074,2392051,-42.30444342,171.5694303,5315429.996,1482088.851,West Coast Region
BA116,2015,2,2016,3,5869074,2392051,-42.37645048,171.567777,5307432.131,1482087.226,West Coast Region
BA117,2017,4,2021,8,5861074,2392051,-42.44845739,171.5661185,5299434.176,1482085.669,West Coast Region
BA118,2018,5,2022,9,5853074,2392051,-42.52046412,171.5644549,5291436.136,1482084.19,West Coast Region
BA119,2017,4,2021,8,5845074,2392051,-42.59247065,171.5627861,5283438.013,1482082.793,West Coast Region
BA120,2016,3,2019,6,5837074,2392051,-42.66447693,171.5611122,5275439.812,1482081.473,West Coast Region
BA121,2017,4,2020,7,5829074,2392051,-42.73648289,171.5594333,5267441.542,1482080.248,West Coast Region
BA122,2015,2,2017,4,5821074,2392051,-42.8084885,171.5577494,5259443.205,1482079.121,West Coast Region
BA123,2015,2,2016,3,5813074,2392051,-42.88049384,171.5560601,5251444.793,1482078.061,West Coast Region
BA124,2018,5,2023,10,5805074,2392051,-42.95249874,171.5543661,5243446.324,1482077.117,Canterbury Region
BA125,2018,5,2023,10,5797074,2392051,-43.02450332,171.5526675,5235447.787,1482076.318,Canterbury Region
BA126,2017,4,2021,8,5789074,2392051,-43.09650765,171.5509648,5227449.173,1482075.686,Canterbury Region
BA127,2017,4,2021,8,5781074,2392051,-43.16851135,171.5492577,5219450.525,1482075.211,Canterbury Region
BA128,2017,4,2021,8,5773074,2392051,-43.24051433,171.5475465,5211451.852,1482074.915,Canterbury Region
BA129,2017,4,2021,8,5765074,2392051,-43.31251657,171.5458311,5203453.158,1482074.799,Canterbury Region
BA130,2018,5,2022,9,5757074,2392051,-43.38451806,171.5441117,5195454.443,1482074.861,Canterbury Region
BA131,2017,4,2021,8,5749074,2392051,-43.45651873,171.5423881,5187455.716,1482075.11,Canterbury Region
BA132,2016,3,2019,6,5741074,2392051,-43.52851848,171.5406606,5179456.987,1482075.556,Canterbury Region
BA133,2015,2,2017,4,5733074,2392051,-43.60051725,171.5389293,5171458.263,1482076.207,Canterbury Region
BA134,2014,1,2014,1,5725074,2392051,-43.67251494,171.5371941,5163459.555,1482077.069,Canterbury Region
BA135,2014,1,2014,1,5717074,2392051,-43.74451173,171.5354551,5155460.844,1482078.146,Canterbury Region
BA136,2017,4,2020,7,5709074,2392051,-43.81650754,171.5337124,5147462.139,1482079.442,Canterbury Region
BA137,2016,3,2019,6,5701074,2392051,-43.88850228,171.5319659,5139463.448,1482080.96,Canterbury Region
BA138,2014,1,2015,2,5693074,2392051,-43.96049574,171.5302157,5131464.797,1482082.701,Canterbury Region
BA139,2014,1,2014,1,5685074,2392051,-44.03248798,171.5284619,5123466.179,1482084.679,Canterbury Region
BA140,2017,4,2021,8,5677074,2392051,-44.10447892,171.5267046,5115467.601,1482086.903,Canterbury Region
BA141,2018,5,2022,9,5669074,2392051,-44.17646828,171.5249443,5107469.097,1482089.404,Canterbury Region
BB108,2014,1,2014,1,5933074,2400051,-41.80155958,171.6770867,5371410.225,1490098.626,West Coast Region
BB109,2018,5,2023,10,5925074,2400051,-41.87356934,171.6755806,5363413.124,1490096.8,West Coast Region
BB110,2014,1,2015,2,5917074,2400051,-41.94557906,171.6740696,5355415.923,1490095.023,West Coast Region
BB111,2018,5,2022,9,5909074,2400051,-42.01758873,171.6725537,5347418.623,1490093.29,West Coast Region
BB112,2015,2,2017,4,5901074,2400051,-42.08959832,171.6710327,5339421.226,1490091.599,West Coast Region
BB113,2014,1,2014,1,5893074,2400051,-42.16160814,171.669506,5331423.698,1490089.898,West Coast Region
BB114,2017,4,2021,8,5885074,2400051,-42.2336179,171.6679742,5323426.073,1490088.238,West Coast Region
BB115,2017,4,2021,8,5877074,2400051,-42.30562749,171.6664375,5315428.359,1490086.634,West Coast Region
BB116,2018,5,2023,10,5869074,2400051,-42.37763688,171.664896,5307430.564,1490085.097,West Coast Region
BB117,2018,5,2023,10,5861074,2400051,-42.44964607,171.6633496,5299432.687,1490083.624,West Coast Region
BB118,2016,3,2019,6,5853074,2400051,-42.52165503,171.6617985,5291434.73,1490082.223,West Coast Region
BB119,2018,5,2022,9,5845074,2400051,-42.59366373,171.6602426,5283436.697,1490080.898,West Coast Region
BB120,2016,3,2019,6,5837074,2400051,-42.6656722,171.6586818,5275438.585,1490079.648,West Coast Region
BB121,2017,4,2020,7,5829074,2400051,-42.73768033,171.6571165,5267440.405,1490078.489,West Coast Region
BB122,2015,2,2017,4,5821074,2400051,-42.80968807,171.6555465,5259442.165,1490077.423,West Coast Region
BB123,2017,4,2021,8,5813074,2400051,-42.88169529,171.6539715,5251443.877,1490076.419,West Coast Region
BB124,2018,5,2022,9,5805074,2400051,-42.95370198,171.6523921,5243445.544,1490075.525,Canterbury Region
BB125,2016,3,2018,5,5797074,2400051,-43.02570824,171.6508086,5235447.155,1490074.77,Canterbury Region
BB126,2016,3,2018,5,5789074,2400051,-43.09771411,171.6492211,5227448.705,1490074.176,Canterbury Region
BB127,2015,2,2016,3,5781074,2400051,-43.16971931,171.6476297,5219450.225,1490073.733,Canterbury Region
BB128,2017,4,2020,7,5773074,2400051,-43.2417238,171.6460345,5211451.722,1490073.456,Canterbury Region
BB129,2017,4,2020,7,5765074,2400051,-43.31372752,171.6444354,5203453.2,1490073.35,Canterbury Region
BB130,2016,3,2019,6,5757074,2400051,-43.38573044,171.6428326,5195454.663,1490073.416,Canterbury Region
BB131,2016,3,2018,5,5749074,2400051,-43.45773249,171.6412261,5187456.12,1490073.665,Canterbury Region
BB132,2014,1,2015,2,5741074,2400051,-43.52973355,171.639616,5179457.582,1490074.107,Canterbury Region
BB133,2017,4,2021,8,5733074,2400051,-43.60173357,171.6380025,5171459.058,1490074.752,Canterbury Region
BB134,2014,1,2015,2,5725074,2400051,-43.67373246,171.6363855,5163460.557,1490075.608,Canterbury Region
BB135,2016,3,2018,5,5717074,2400051,-43.74573045,171.6347653,5155462.052,1490076.683,Canterbury Region
BB136,2015,2,2017,4,5709074,2400051,-43.81772745,171.6331418,5147463.554,1490077.978,Canterbury Region
BB137,2018,5,2022,9,5701074,2400051,-43.88972337,171.631515,5139465.074,1490079.493,Canterbury Region
BB138,2014,1,2014,1,5693074,2400051,-43.96171788,171.6298846,5131466.647,1490081.215,Canterbury Region
BB139,2017,4,2020,7,5685074,2400051,-44.03371109,171.628251,5123468.261,1490083.164,Canterbury Region
BB140,2015,2,2016,3,5677074,2400051,-44.10570296,171.6266143,5115469.923,1490085.351,Canterbury Region
BC107,2016,3,2018,5,5941074,2408051,-41.73063171,171.7747183,5379405.392,1498097.353,West Coast Region
BC108,2016,3,2019,6,5933074,2408051,-41.80264406,171.7733265,5371408.411,1498095.633,West Coast Region
BC109,2015,2,2016,3,5925074,2408051,-41.87465648,171.7719294,5363411.316,1498093.9,West Coast Region
BC110,2015,2,2016,3,5917074,2408051,-41.94666874,171.770528,5355414.136,1498092.231,West Coast Region
BC111,2014,1,2015,2,5909074,2408051,-42.01868084,171.7691221,5347416.868,1498090.614,West Coast Region
BC112,2016,3,2018,5,5901074,2408051,-42.09069281,171.7677116,5339419.511,1498089.038,West Coast Region
BC113,2015,2,2017,4,5893074,2408051,-42.16270497,171.7662956,5331422.028,1498087.434,West Coast Region
BC114,2018,5,2023,10,5885074,2408051,-42.23471699,171.7648749,5323424.456,1498085.865,West Coast Region
BC115,2014,1,2015,2,5877074,2408051,-42.3067288,171.7634495,5315426.803,1498084.347,West Coast Region
BC116,2018,5,2023,10,5869074,2408051,-42.37874035,171.7620197,5307429.074,1498082.887,West Coast Region
BC117,2015,2,2017,4,5861074,2408051,-42.45075164,171.7605853,5299431.268,1498081.489,West Coast Region
BC118,2016,3,2018,5,5853074,2408051,-42.52276266,171.7591465,5291433.391,1498080.156,West Coast Region
BC119,2015,2,2016,3,5845074,2408051,-42.59477337,171.7577033,5283435.442,1498078.895,West Coast Region
BC120,2018,5,2023,10,5837074,2408051,-42.66678382,171.7562557,5275437.419,1498077.704,West Coast Region
BC121,2018,5,2022,9,5829074,2408051,-42.73879388,171.7548038,5267439.334,1498076.601,West Coast Region
BC122,2015,2,2017,4,5821074,2408051,-42.81080347,171.7533477,5259441.197,1498075.584,West Coast Region
BC123,2014,1,2014,1,5813074,2408051,-42.88281241,171.7518869,5251443.029,1498074.631,Canterbury Region
BC124,2016,3,2019,6,5805074,2408051,-42.95482074,171.7504221,5243444.824,1498073.782,Canterbury Region
BC125,2017,4,2021,8,5797074,2408051,-43.02682854,171.7489535,5235446.574,1498073.068,Canterbury Region
BC126,2017,4,2020,7,5789074,2408051,-43.09883584,171.7474814,5227448.277,1498072.507,Canterbury Region
BC127,2016,3,2018,5,5781074,2408051,-43.17084243,171.7460056,5219449.955,1498072.09,Canterbury Region
BC128,2016,3,2018,5,5773074,2408051,-43.24284826,171.7445264,5211451.615,1498071.832,Canterbury Region
BC129,2018,5,2022,9,5765074,2408051,-43.31485328,171.7430437,5203453.261,1498071.738,Canterbury Region
BC130,2017,4,2020,7,5757074,2408051,-43.38685746,171.7415575,5195454.898,1498071.811,Canterbury Region
BC131,2014,1,2015,2,5749074,2408051,-43.45886076,171.7400681,5187456.529,1498072.06,Canterbury Region
BC132,2017,4,2021,8,5741074,2408051,-43.53086303,171.7385754,5179458.173,1498072.499,Canterbury Region
BC133,2015,2,2017,4,5733074,2408051,-43.60286419,171.7370797,5171459.836,1498073.137,Canterbury Region
BC134,2014,1,2015,2,5725074,2408051,-43.67486419,171.735581,5163461.526,1498073.982,Canterbury Region
BC135,2017,4,2020,7,5717074,2408051,-43.7468632,171.7340794,5155463.224,1498075.045,Canterbury Region
BC136,2015,2,2016,3,5709074,2408051,-43.81886113,171.7325749,5147464.938,1498076.324,Canterbury Region
BC137,2014,1,2014,1,5701074,2408051,-43.89085791,171.7310675,5139466.679,1498077.816,Canterbury Region
BC138,2017,4,2020,7,5693074,2408051,-43.96285324,171.7295569,5131468.478,1498079.51,Canterbury Region
BC139,2017,4,2020,7,5685074,2408051,-44.03484722,171.7280434,5123470.324,1498081.423,Canterbury Region
BD106,2017,4,2021,8,5949074,2416051,-41.65961715,171.8721329,5387400.573,1506095.873,West Coast Region
BD107,2017,4,2021,8,5941074,2416051,-41.73163213,171.8708545,5379403.682,1506094.26,West Coast Region
BD108,2016,3,2019,6,5933074,2416051,-41.80364708,171.8695712,5371406.69,1506092.626,West Coast Region
BD109,2018,5,2023,10,5925074,2416051,-41.87566199,171.868283,5363409.598,1506090.976,West Coast Region
BD110,2017,4,2020,7,5917074,2416051,-41.94767661,171.8669911,5355412.435,1506089.408,West Coast Region
BD111,2014,1,2014,1,5909074,2416051,-42.01969099,171.8656953,5347415.195,1506087.899,West Coast Region
BD112,2014,1,2014,1,5901074,2416051,-42.09170515,171.8643953,5339417.876,1506086.436,West Coast Region
BD113,2017,4,2021,8,5893074,2416051,-42.16371945,171.8630898,5331420.437,1506084.922,West Coast Region
BD114,2015,2,2016,3,5885074,2416051,-42.23573354,171.86178,5323422.916,1506083.437,West Coast Region
BD115,2015,2,2016,3,5877074,2416051,-42.30774737,171.860466,5315425.321,1506081.996,West Coast Region
BD116,2018,5,2022,9,5869074,2416051,-42.37976091,171.8591477,5307427.654,1506080.607,West Coast Region
BD117,2018,5,2023,10,5861074,2416051,-42.45177415,171.8578253,5299429.916,1506079.274,West Coast Region
BD118,2015,2,2017,4,5853074,2416051,-42.52378706,171.8564988,5291432.112,1506078.002,West Coast Region
BD119,2017,4,2020,7,5845074,2416051,-42.59579962,171.8551683,5283434.243,1506076.797,West Coast Region
BD120,2018,5,2023,10,5837074,2416051,-42.66781184,171.8538337,5275436.306,1506075.657,West Coast Region
BD121,2016,3,2019,6,5829074,2416051,-42.73982362,171.8524951,5267438.317,1506074.599,West Coast Region
BD122,2015,2,2016,3,5821074,2416051,-42.81183485,171.8511527,5259440.284,1506073.623,Canterbury Region
BD123,2014,1,2015,2,5813074,2416051,-42.88384534,171.8498061,5251442.23,1506072.713,Canterbury Region
BD124,2016,3,2018,5,5805074,2416051,-42.95585514,171.8484558,5243444.148,1506071.903,Canterbury Region
BD125,2017,4,2021,8,5797074,2416051,-43.02786434,171.8471021,5235446.031,1506071.222,Canterbury Region
BD126,2015,2,2017,4,5789074,2416051,-43.09987294,171.8457453,5227447.878,1506070.689,Canterbury Region
BD127,2016,3,2018,5,5781074,2416051,-43.17188077,171.8443851,5219449.707,1506070.294,Canterbury Region
BD128,2016,3,2019,6,5773074,2416051,-43.24388777,171.8430218,5211451.525,1506070.051,Canterbury Region
BD129,2016,3,2018,5,5765074,2416051,-43.31589391,171.8416554,5203453.336,1506069.966,Canterbury Region
BD130,2018,5,2022,9,5757074,2416051,-43.38789919,171.8402859,5195455.141,1506070.043,Canterbury Region
BD131,2015,2,2016,3,5749074,2416051,-43.45990358,171.8389135,5187456.94,1506070.293,Canterbury Region
BD132,2017,4,2020,7,5741074,2416051,-43.53190692,171.8375383,5179458.755,1506070.727,Canterbury Region
BD133,2017,4,2020,7,5733074,2416051,-43.6039091,171.8361604,5171460.596,1506071.353,Canterbury Region
BD134,2016,3,2018,5,5725074,2416051,-43.67591008,171.8347798,5163462.468,1506072.182,Canterbury Region
BD135,2015,2,2017,4,5717074,2416051,-43.74790993,171.8333968,5155464.365,1506073.223,Canterbury Region
BD136,2014,1,2014,1,5709074,2416051,-43.81990858,171.8320112,5147466.291,1506074.473,Canterbury Region
BD137,2018,5,2022,9,5701074,2416051,-43.891906,171.830623,5139468.253,1506075.932,Canterbury Region
BD138,2015,2,2016,3,5693074,2416051,-43.96390196,171.8292321,5131470.274,1506077.587,Canterbury Region
BD139,2015,2,2016,3,5685074,2416051,-44.03589654,171.8278387,5123472.346,1506079.456,Canterbury Region
BE104,2017,4,2020,7,5965074,2424051,-41.51649855,171.970492,5403392.529,1514095.655,West Coast Region
BE105,2014,1,2015,2,5957074,2424051,-41.58851607,171.9693314,5395395.819,1514094.22,West Coast Region
BE106,2014,1,2015,2,5949074,2424051,-41.6605336,171.9681659,5387399.003,1514092.733,West Coast Region
BE107,2014,1,2014,1,5941074,2424051,-41.73255105,171.9669958,5379402.093,1514091.213,West Coast Region
BE108,2014,1,2014,1,5933074,2424051,-41.80456838,171.9658211,5371405.092,1514089.669,West Coast Region
BE109,2018,5,2023,10,5925074,2424051,-41.87658555,171.9646419,5363408.005,1514088.104,West Coast Region
